game,agent_a,agent_b,player1,player2,result,score_for_a,plies
11418,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,65
11419,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,65
11420,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,65
11421,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,63
11422,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,65
11423,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,p2_win,0.0,62
11424,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,p2_win,0.0,64
11425,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,65
11426,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,p2_win,0.0,64
11427,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,p2_win,0.0,62
11428,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,67
11429,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,p2_win,0.0,66
11430,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,67
11431,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,69
11432,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0106.pt,runs\models_9x9_scratch\checkpoints\cycle_0031.pt,p1_win,0.0,65
