cycle,p1_wins,p2_wins,draws,mean_game_length,min_game_length,max_game_length,mean_walls_placed,mean_policy_entropy,value_accuracy,loss_total,loss_policy,loss_value,holdout_loss_total,holdout_loss_policy,holdout_loss_value,lr,boardsize,walls_per_player,games_per_cycle,mcts_sims,mcts_sims_fast,fast_play_prob,fast_kl_threshold,temp_threshold,c_puct,dirichlet_alpha,dirichlet_epsilon,dist_bonus_weight_max,fpu_reduction,random_wall_plies,random_wall_fraction,buffer_cycles,batch_size,train_positions_per_cycle,buffer_recency_decay,learning_rate,weight_decay,value_loss_weight,lr_milestones,lr_decay,filters,num_residual,num_workers
102,100,99,1,42.28,10,197,9.38,0.3311,0.8415,1.180510,0.616678,0.375888,1.993489,0.925219,0.712180,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.5,0.3,0.3,0.0,0.0,1,0.1,40,256,200000,0.9,0.001,0.0001,1.5,"[800, 1600]",0.1,64,6,7
103,90,110,0,38.89,9,149,8.97,0.3772,0.8465,0.978775,0.616039,0.362736,1.660581,0.934873,0.725708,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,50,256,384000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
104,92,107,1,40.78,12,200,9.19,0.3247,0.8439,0.971676,0.601613,0.370063,1.702826,0.927659,0.775167,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,50,256,384000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
105,88,112,0,36.47,10,143,9.18,0.3856,0.8422,0.984679,0.609099,0.375580,1.660969,0.928939,0.732030,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
106,84,115,1,40.69,12,184,9.27,0.2994,0.8422,0.973391,0.594383,0.379008,1.663096,0.944088,0.719009,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
107,90,109,1,41.49,10,200,9.34,0.3355,0.8372,0.974640,0.587638,0.387002,1.612847,0.920520,0.692327,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
108,106,93,1,37.88,10,131,9.02,0.3345,0.8347,0.970873,0.580449,0.390424,1.607884,0.929043,0.678841,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
109,91,109,0,41.98,10,197,9.19,0.3047,0.8313,0.962154,0.565954,0.396200,1.630822,0.950346,0.680475,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
110,93,107,0,39.16,10,151,9.15,0.3323,0.8273,0.971669,0.565409,0.406261,1.672598,0.930948,0.741649,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
111,103,97,0,38.52,12,122,9.51,0.3363,0.8275,0.964923,0.559523,0.405400,1.620011,0.943526,0.676485,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
112,97,103,0,39.95,12,191,9.04,0.3040,0.8263,0.964217,0.555421,0.408796,1.620124,0.932019,0.688104,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
113,103,96,1,40.40,10,200,9.32,0.3388,0.8244,0.964662,0.550412,0.414251,1.595876,0.935462,0.660414,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
114,86,114,0,40.09,12,107,9.12,0.3061,0.8243,0.953199,0.539635,0.413564,1.646131,0.941341,0.704790,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
115,92,108,0,38.88,12,84,9.44,0.3523,0.8248,0.954887,0.539389,0.415498,1.584403,0.933908,0.650495,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
116,94,105,1,41.01,10,131,9.27,0.3037,0.8220,0.951303,0.531731,0.419572,1.604979,0.943571,0.661408,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
117,91,109,0,38.02,10,139,8.97,0.3512,0.8190,0.955578,0.529676,0.425902,1.629006,0.940848,0.688159,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
118,89,111,0,36.74,12,173,9.15,0.4162,0.8237,0.973576,0.555172,0.418404,1.607261,0.936736,0.670525,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
119,100,100,0,38.61,10,131,9.15,0.3784,0.8233,0.975869,0.558032,0.417837,1.621432,0.933654,0.687778,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
120,94,106,0,42.01,10,199,9.29,0.3235,0.8265,0.966067,0.554404,0.411664,1.603446,0.942759,0.660688,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
121,92,107,1,38.67,10,200,8.89,0.3646,0.8246,0.972893,0.559401,0.413492,1.618968,0.940860,0.678108,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
122,94,105,1,40.47,10,200,9.23,0.3404,0.8262,0.978296,0.565423,0.412873,1.573689,0.926567,0.647122,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
123,90,110,0,40.15,12,97,9.40,0.3487,0.8280,0.966749,0.558380,0.408369,1.579092,0.918216,0.660876,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
124,94,106,0,38.95,10,200,9.06,0.3604,0.8258,0.973821,0.563342,0.410479,1.565390,0.920130,0.645260,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
125,95,105,0,40.99,10,143,9.36,0.3515,0.8264,0.965027,0.554499,0.410528,1.578929,0.931680,0.647249,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
126,86,114,0,42.09,10,113,9.34,0.3121,0.8256,0.956038,0.543910,0.412128,1.573911,0.924172,0.649739,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
127,83,117,0,41.33,8,129,9.12,0.3229,0.8258,0.953169,0.541473,0.411696,1.573131,0.930035,0.643096,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
128,69,129,2,41.80,8,200,8.88,0.3359,0.8283,0.944593,0.532202,0.412391,1.528997,0.905196,0.623801,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
129,91,108,1,42.83,10,200,9.24,0.3470,0.8275,0.948421,0.534886,0.413535,1.543326,0.919343,0.623984,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
130,104,96,0,42.80,10,149,9.16,0.3249,0.8303,0.937775,0.531507,0.406268,1.557699,0.913818,0.643881,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
131,90,109,1,38.49,10,179,9.20,0.4291,0.8317,0.954496,0.551263,0.403233,1.557872,0.905127,0.652745,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
132,96,103,1,40.31,14,120,9.51,0.3594,0.8308,0.963044,0.557608,0.405435,1.574857,0.907851,0.667006,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
133,94,106,0,39.77,8,135,9.18,0.3334,0.8298,0.956406,0.551288,0.405118,1.565888,0.910941,0.654947,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
134,87,111,2,41.10,10,200,8.94,0.3187,0.8316,0.950767,0.546681,0.404086,1.561419,0.915657,0.645762,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
135,91,106,3,43.67,8,200,9.22,0.3172,0.8317,0.942998,0.541788,0.401210,1.539374,0.904102,0.635272,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
136,93,107,0,39.19,10,121,9.24,0.3574,0.8308,0.944501,0.545865,0.398637,1.532120,0.905152,0.626968,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
137,84,115,1,42.02,10,198,9.06,0.3406,0.8319,0.938637,0.542474,0.396163,1.531327,0.901032,0.630294,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.3,0.0,0.0,1,0.05,40,256,256000,0.9,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
138,92,107,1,41.19,11,200,9.13,0.3300,0.8217,0.971661,0.548849,0.422813,1.506804,0.899584,0.607220,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.25,0.0,0.0,1,0.05,40,256,512000,0.96,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
139,92,108,0,41.06,8,195,9.13,0.3163,0.8225,0.961500,0.541867,0.419632,1.512403,0.899273,0.613130,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.25,0.0,0.0,1,0.05,40,256,512000,0.96,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
140,93,107,0,38.55,10,118,9.18,0.3693,0.8230,0.963789,0.544222,0.419567,1.502102,0.891423,0.610678,1.00e-03,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.25,0.0,0.0,1,0.05,40,256,512000,0.96,0.001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
141,109,91,0,38.72,10,63,9.19,0.1947,0.8348,0.910930,0.523849,0.387081,1.514275,0.897638,0.616637,1.00e-04,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.25,3.0,0.0,1,0.05,40,256,512000,0.96,0.0001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
142,100,100,0,35.24,10,62,8.78,0.1569,0.8411,0.876837,0.506396,0.370442,1.540930,0.903817,0.637114,1.00e-04,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.25,3.0,0.0,1,0.05,40,256,512000,0.96,0.0001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
143,87,113,0,35.87,10,57,9.14,0.2398,0.8419,0.867169,0.499793,0.367376,1.559136,0.902556,0.656580,1.00e-04,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.25,0.5,0.1,1,0.05,40,256,512000,0.96,0.0001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
144,96,104,0,35.92,9,83,8.88,0.2510,0.8425,0.859904,0.493879,0.366026,1.574340,0.904551,0.669789,1.00e-04,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.25,0.5,0.1,1,0.05,40,256,512000,0.96,0.0001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
145,81,119,0,36.98,8,77,9.13,0.2520,0.8434,0.848523,0.484781,0.363742,1.568409,0.906439,0.661970,1.00e-04,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.25,0.5,0.1,1,0.05,40,256,512000,0.96,0.0001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
146,93,107,0,39.87,10,76,9.30,0.2074,0.8409,0.841735,0.472960,0.368775,1.583712,0.909258,0.674454,1.00e-04,7,5,200,800,128,0.0,0.7,14,1.0,0.3,0.25,0.5,0.1,1,0.05,40,256,512000,0.96,0.0001,0.0001,1.0,"[800, 1600]",0.1,64,6,7
