rank,model,elo,wins,draws,losses,games,score_pct,sims,temperature
1,models_7x7\checkpoints\cycle_0152.pt,1500.00,1,0,1,2,50.00,800,0.0
2,models_7x7\checkpoints\cycle_0162.pt,1500.00,1,0,1,2,50.00,800,0.0
