game,agent_a,agent_b,player1,player2,result,score_for_a
1,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p2_win,0.0
2,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p1_win,1.0
3,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p2_win,0.0
4,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p1_win,1.0
5,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p2_win,0.0
6,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p2_win,0.0
7,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p2_win,0.0
8,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p2_win,0.0
9,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p2_win,0.0
10,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p2_win,0.0
11,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p1_win,1.0
12,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p2_win,0.0
13,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p2_win,0.0
14,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p1_win,1.0
15,cycle_0001,cycle_0011,cycle_0001,cycle_0011,p2_win,0.0
16,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p1_win,0.0
17,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p2_win,1.0
18,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p1_win,0.0
19,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p1_win,0.0
20,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p2_win,1.0
21,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p1_win,0.0
22,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p1_win,0.0
23,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p1_win,0.0
24,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p2_win,1.0
25,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p1_win,0.0
26,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p1_win,0.0
27,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p1_win,0.0
28,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p1_win,0.0
29,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p2_win,1.0
30,cycle_0001,cycle_0011,cycle_0011,cycle_0001,p2_win,1.0
31,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
32,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
33,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
34,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
35,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
36,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
37,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
38,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
39,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
40,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
41,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
42,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
43,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
44,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p2_win,0.0
45,cycle_0001,cycle_0021,cycle_0001,cycle_0021,p1_win,1.0
46,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
47,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
48,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
49,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
50,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
51,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
52,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
53,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
54,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
55,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p2_win,1.0
56,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
57,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
58,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
59,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
60,cycle_0001,cycle_0021,cycle_0021,cycle_0001,p1_win,0.0
61,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
62,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
63,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
64,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
65,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
66,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
67,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
68,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
69,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
70,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
71,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
72,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
73,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
74,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
75,cycle_0001,cycle_0031,cycle_0001,cycle_0031,p2_win,0.0
76,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
77,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
78,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
79,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
80,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
81,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
82,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
83,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
84,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
85,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
86,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
87,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
88,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
89,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
90,cycle_0001,cycle_0031,cycle_0031,cycle_0001,p1_win,0.0
91,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
92,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
93,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
94,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
95,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
96,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
97,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
98,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
99,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
100,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
101,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
102,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
103,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
104,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
105,cycle_0001,cycle_0041,cycle_0001,cycle_0041,p2_win,0.0
106,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
107,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
108,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
109,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
110,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
111,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
112,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
113,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
114,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
115,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
116,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
117,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
118,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
119,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
120,cycle_0001,cycle_0041,cycle_0041,cycle_0001,p1_win,0.0
121,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
122,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
123,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
124,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
125,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
126,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
127,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
128,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
129,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
130,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
131,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
132,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
133,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
134,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
135,cycle_0001,cycle_0051,cycle_0001,cycle_0051,p2_win,0.0
136,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
137,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
138,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
139,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
140,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
141,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
142,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
143,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
144,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
145,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
146,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
147,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
148,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
149,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
150,cycle_0001,cycle_0051,cycle_0051,cycle_0001,p1_win,0.0
151,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
152,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
153,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
154,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
155,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
156,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
157,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
158,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
159,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
160,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
161,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
162,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
163,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
164,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
165,cycle_0001,cycle_0061,cycle_0001,cycle_0061,p2_win,0.0
166,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
167,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
168,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
169,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
170,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
171,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
172,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
173,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
174,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
175,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
176,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
177,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
178,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
179,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
180,cycle_0001,cycle_0061,cycle_0061,cycle_0001,p1_win,0.0
181,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
182,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
183,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
184,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
185,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
186,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
187,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
188,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
189,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
190,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
191,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
192,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
193,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
194,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
195,cycle_0001,cycle_0071,cycle_0001,cycle_0071,p2_win,0.0
196,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
197,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
198,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
199,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
200,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
201,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
202,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
203,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
204,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
205,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
206,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
207,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
208,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
209,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
210,cycle_0001,cycle_0071,cycle_0071,cycle_0001,p1_win,0.0
211,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
212,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
213,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
214,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
215,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
216,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
217,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
218,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
219,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
220,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
221,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
222,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
223,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
224,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
225,cycle_0001,cycle_0081,cycle_0001,cycle_0081,p2_win,0.0
226,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
227,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
228,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
229,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
230,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
231,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
232,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
233,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
234,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
235,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
236,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
237,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
238,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
239,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
240,cycle_0001,cycle_0081,cycle_0081,cycle_0001,p1_win,0.0
241,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
242,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
243,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
244,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
245,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
246,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
247,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
248,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
249,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
250,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
251,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
252,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
253,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
254,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
255,cycle_0001,cycle_0091,cycle_0001,cycle_0091,p2_win,0.0
256,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
257,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
258,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
259,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
260,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
261,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
262,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
263,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
264,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
265,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
266,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
267,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
268,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
269,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
270,cycle_0001,cycle_0091,cycle_0091,cycle_0001,p1_win,0.0
271,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
272,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
273,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
274,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
275,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
276,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
277,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
278,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
279,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
280,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
281,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
282,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
283,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
284,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
285,cycle_0001,cycle_0101,cycle_0001,cycle_0101,p2_win,0.0
286,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
287,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
288,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
289,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
290,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
291,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
292,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
293,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
294,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
295,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
296,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
297,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
298,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
299,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
300,cycle_0001,cycle_0101,cycle_0101,cycle_0001,p1_win,0.0
301,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
302,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
303,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
304,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
305,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
306,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
307,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
308,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
309,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
310,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
311,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
312,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
313,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
314,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
315,cycle_0001,cycle_0111,cycle_0001,cycle_0111,p2_win,0.0
316,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
317,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
318,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
319,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
320,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
321,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
322,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
323,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
324,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
325,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
326,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
327,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
328,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
329,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
330,cycle_0001,cycle_0111,cycle_0111,cycle_0001,p1_win,0.0
331,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
332,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
333,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
334,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
335,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
336,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
337,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
338,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
339,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
340,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
341,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
342,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
343,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
344,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
345,cycle_0001,cycle_0121,cycle_0001,cycle_0121,p2_win,0.0
346,cycle_0001,cycle_0121,cycle_0121,cycle_0001,p1_win,0.0
347,cycle_0001,cycle_0121,cycle_0121,cycle_0001,p1_win,0.0
348,cycle_0001,cycle_0121,cycle_0121,cycle_0001,p1_win,0.0
349,cycle_0001,cycle_0121,cycle_0121,cycle_0001,p1_win,0.0
350,cycle_0001,cycle_0121,cycle_0121,cycle_0001,p1_win,0.0
351,cycle_0001,cycle_0121,cycle_0121,cycle_0001,p1_win,0.0
352,cycle_0001,cycle_0121,cycle_0121,cycle_0001,p1_win,0.0
353,cycle_0001,cycle_0121,cycle_0121,cycle_0001,p1_win,0.0
354,cycle_0001,cycle_0121,cycle_0121,cycle_0001,p1_win,0.0
355,cycle_0001,cycle_0121,cycle_0121,cycle_0001,p1_win,0.0
356,cycle_0001,cycle_0121,cycle_0121,cycle_0001,p1_win,0.0
357,cycle_0001,cycle_0121,cycle_0121,cycle_0001,p1_win,0.0
358,cycle_0001,cycle_0121,cycle_0121,cycle_0001,p1_win,0.0
