game,agent_a,agent_b,player1,player2,result,score_for_a,plies
6068,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p1_win,0.0,77
6069,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,78
6070,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,78
6071,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,78
6072,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,76
6073,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,84
6074,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,96
6075,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,80
6076,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,76
6077,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,80
