cycle,cycle_time_s,selfplay_time_s,train_time_s,cumulative_time_s,p1_wins,p2_wins,draws,mean_game_length,min_game_length,max_game_length,mean_walls_placed,mean_policy_entropy,value_accuracy,loss_total,loss_policy,loss_value,holdout_loss_total,holdout_loss_policy,holdout_loss_value,train_steps,cumulative_train_steps,lr,boardsize,walls_per_player,games_per_cycle,mcts_sims,mcts_sims_fast,fast_play_prob,fast_kl_threshold,temp_threshold,c_puct,dirichlet_alpha,dirichlet_epsilon,dist_bonus_weight_max,fpu_reduction,random_wall_plies,random_wall_fraction,buffer_cycles,batch_size,train_positions_per_cycle,buffer_recency_decay,learning_rate,weight_decay,value_loss_weight,lr_milestones,lr_decay,filters,num_residual,gpool_every,num_workers,value_head,pawn_head
229,321.4,224.3,97.1,96339.3,,,,,,,,,0.8912,1.097074,0.803061,0.294012,,,,1000,228000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
230,359.0,249.8,109.2,96698.3,,,,,,,,,0.8881,1.093577,0.795177,0.298401,,,,1000,229000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
231,335.0,234.2,100.8,97033.3,,,,,,,,,0.8866,1.098819,0.799227,0.299592,,,,1000,230000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
233,289.5,188.9,100.6,97322.8,,,,,,,,,0.8873,1.121866,0.822088,0.299778,,,,1000,231000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
234,355.1,255.7,99.4,97677.9,,,,,,,,,0.8862,1.122905,0.823352,0.299553,,,,1000,232000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
235,297.7,197.9,99.8,97975.6,,,,,,,,,0.8851,1.129344,0.828434,0.300910,,,,1000,233000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
236,298.7,199.3,99.4,98274.3,,,,,,,,,0.8840,1.131261,0.829264,0.301998,,,,1000,234000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
237,284.4,184.8,99.6,98558.7,,,,,,,,,0.8822,1.133765,0.828095,0.305669,,,,1000,235000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
238,351.7,252.0,99.7,98910.4,,,,,,,,,0.8833,1.126433,0.823192,0.303241,,,,1000,236000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
239,353.1,247.5,105.6,99263.5,,,,,,,,,0.8814,1.133995,0.825882,0.308113,,,,1000,237000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
240,324.1,218.3,105.8,99587.6,,,,,,,,,0.8805,1.134574,0.824598,0.309976,,,,1000,238000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
241,340.5,236.9,103.6,99928.1,,,,,,,,,0.8786,1.141221,0.828397,0.312825,,,,1000,239000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
242,366.4,260.0,106.4,100294.5,,,,,,,,,0.8809,1.138228,0.829598,0.308630,,,,1000,240000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
243,359.7,255.8,103.9,100654.2,,,,,,,,,0.8799,1.138653,0.825717,0.312936,,,,1000,241000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
244,373.0,272.8,100.2,101027.2,,,,,,,,,0.8841,1.128367,0.823706,0.304661,,,,1000,242000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
245,346.7,245.3,101.4,101373.9,,,,,,,,,0.8818,1.150072,0.839504,0.310569,,,,1000,243000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
246,436.0,334.6,101.4,101809.9,,,,,,,,,0.8819,1.152626,0.840702,0.311924,,,,1000,244000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
247,343.1,241.6,101.5,102153.0,,,,,,,,,0.8792,1.147168,0.833168,0.314001,,,,1000,245000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
248,341.5,240.0,101.5,102494.5,,,,,,,,,0.8823,1.134872,0.826402,0.308471,,,,1000,246000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
249,375.3,268.4,106.9,102869.8,,,,,,,,,0.8803,1.153470,0.838870,0.314600,,,,1000,247000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
250,348.5,241.0,107.5,103218.3,,,,,,,,,0.8778,1.163721,0.843093,0.320628,,,,1000,248000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
251,365.1,257.9,107.2,103583.4,,,,,,,,,0.8768,1.161024,0.840772,0.320252,,,,1000,249000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
252,361.7,254.9,106.8,103945.1,,,,,,,,,0.8782,1.156569,0.837916,0.318652,,,,1000,250000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
253,319.5,212.9,106.6,104264.6,,,,,,,,,0.8751,1.155520,0.831210,0.324310,,,,1000,251000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
254,345.3,238.9,106.4,104609.9,,,,,,,,,0.8751,1.147476,0.826358,0.321118,,,,1000,252000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
255,368.7,262.3,106.4,104978.6,,,,,,,,,0.8746,1.142761,0.820402,0.322359,,,,1000,253000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
256,354.2,247.5,106.7,105332.8,,,,,,,,,0.8755,1.141643,0.822652,0.318992,,,,1000,254000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
257,335.0,228.8,106.2,105667.8,,,,,,,,,0.8753,1.151583,0.830991,0.320592,,,,1000,255000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
258,330.9,224.9,106.0,105998.7,,,,,,,,,0.8712,1.150617,0.826835,0.323782,,,,1000,256000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
259,375.7,269.6,106.1,106374.4,,,,,,,,,0.8671,1.162439,0.831554,0.330885,,,,1000,257000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
260,347.5,241.4,106.1,106721.9,,,,,,,,,0.8654,1.166842,0.832403,0.334439,,,,1000,258000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
261,368.8,262.3,106.5,107090.7,,,,,,,,,0.8632,1.165070,0.824862,0.340209,,,,1000,259000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
262,336.4,229.4,107.0,107427.1,,,,,,,,,0.8613,1.162831,0.818614,0.344217,,,,1000,260000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
263,304.1,197.4,106.7,107731.2,,,,,,,,,0.8608,1.169490,0.826146,0.343344,,,,1000,261000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
264,364.1,257.6,106.5,108095.3,,,,,,,,,0.8618,1.169399,0.825920,0.343479,,,,1000,262000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
265,361.1,254.2,106.9,108456.4,,,,,,,,,0.8630,1.160233,0.819862,0.340371,,,,1000,263000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
266,338.5,231.4,107.1,108794.9,,,,,,,,,0.8623,1.165879,0.822422,0.343456,,,,1000,264000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
267,405.5,298.7,106.8,109200.4,,,,,,,,,0.8643,1.163830,0.825563,0.338267,,,,1000,265000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
268,374.6,267.3,107.3,109575.0,,,,,,,,,0.8624,1.165642,0.824499,0.341143,,,,1000,266000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
269,413.8,306.6,107.2,109988.8,,,,,,,,,0.8622,1.170025,0.829411,0.340614,,,,1000,267000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
270,361.4,254.5,106.9,110350.2,,,,,,,,,0.8626,1.185939,0.844987,0.340952,,,,1000,268000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
271,325.5,218.9,106.6,110675.7,,,,,,,,,0.8622,1.194368,0.852840,0.341528,,,,1000,269000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
272,338.0,231.5,106.5,111013.7,,,,,,,,,0.8619,1.196216,0.854134,0.342082,,,,1000,270000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
273,362.3,256.0,106.3,111376.0,,,,,,,,,0.8642,1.196271,0.858538,0.337734,,,,1000,271000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
274,373.0,266.8,106.2,111749.0,,,,,,,,,0.8616,1.210757,0.868883,0.341875,,,,1000,272000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
275,370.3,264.2,106.1,112119.3,,,,,,,,,0.8632,1.216846,0.877236,0.339610,,,,1000,273000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
276,480.7,375.0,105.7,112600.0,,,,,,,,,0.8635,1.223509,0.881199,0.342310,,,,1000,274000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
277,381.0,276.0,105.0,112981.0,,,,,,,,,0.8651,1.222845,0.884737,0.338107,,,,1000,275000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
278,344.6,239.3,105.3,113325.6,,,,,,,,,0.8668,1.211434,0.878017,0.333417,,,,1000,276000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
279,367.5,262.3,105.2,113693.1,,,,,,,,,0.8664,1.204596,0.872060,0.332536,,,,1000,277000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
280,350.3,245.1,105.2,114043.4,,,,,,,,,0.8651,1.208711,0.873851,0.334860,,,,1000,278000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
281,345.7,240.6,105.1,114389.1,,,,,,,,,0.8659,1.212646,0.878208,0.334438,,,,1000,279000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
282,321.9,217.2,104.7,114711.0,,,,,,,,,0.8670,1.213450,0.880165,0.333285,,,,1000,280000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
283,302.1,197.9,104.2,115013.1,,,,,,,,,0.8678,1.211200,0.877099,0.334101,,,,1000,281000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
284,321.7,217.2,104.5,115334.8,,,,,,,,,0.8649,1.215035,0.876038,0.338996,,,,1000,282000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
285,318.3,213.9,104.4,115653.1,,,,,,,,,0.8650,1.226261,0.887184,0.339077,,,,1000,283000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
286,363.2,259.0,104.2,116016.3,,,,,,,,,0.8627,1.234132,0.891090,0.343042,,,,1000,284000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
287,333.0,228.6,104.4,116349.3,,,,,,,,,0.8659,1.216318,0.882935,0.333383,,,,1000,285000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
288,341.1,236.9,104.2,116690.4,,,,,,,,,0.8654,1.226116,0.892414,0.333702,,,,1000,286000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
289,361.7,257.8,103.9,117052.1,,,,,,,,,0.8662,1.233359,0.901744,0.331616,,,,1000,287000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
290,379.9,276.3,103.6,117432.0,,,,,,,,,0.8663,1.235558,0.903552,0.332006,,,,1000,288000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
291,392.7,289.3,103.4,117824.7,,,,,,,,,0.8689,1.237750,0.912814,0.324936,,,,1000,289000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
292,366.6,263.4,103.2,118191.3,,,,,,,,,0.8722,1.218861,0.898814,0.320047,,,,1000,290000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
293,325.0,221.6,103.4,118516.3,,,,,,,,,0.8696,1.220709,0.894321,0.326388,,,,1000,291000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
294,334.2,230.3,103.9,118850.5,,,,,,,,,0.8705,1.211966,0.887126,0.324841,,,,1000,292000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
295,334.6,231.0,103.6,119185.1,,,,,,,,,0.8698,1.219772,0.892472,0.327299,,,,1000,293000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
296,335.6,232.1,103.5,119520.7,,,,,,,,,0.8693,1.211558,0.883479,0.328078,,,,1000,294000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
297,333.9,230.2,103.7,119854.6,,,,,,,,,0.8701,1.217800,0.889113,0.328688,,,,1000,295000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
298,353.8,250.3,103.5,120208.4,,,,,,,,,0.8708,1.229635,0.899426,0.330209,,,,1000,296000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
299,372.2,268.6,103.6,120580.6,,,,,,,,,0.8719,1.224135,0.894832,0.329303,,,,1000,297000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
300,338.5,234.6,103.9,120919.1,,,,,,,,,0.8692,1.224046,0.889399,0.334646,,,,1000,298000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
301,365.5,261.2,104.3,121284.6,,,,,,,,,0.8696,1.221388,0.887238,0.334150,,,,1000,299000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
302,364.2,259.9,104.3,121648.8,,,,,,,,,0.8690,1.225584,0.888210,0.337374,,,,1000,300000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
303,414.0,309.6,104.4,122062.8,,,,,,,,,0.8692,1.230557,0.893339,0.337219,,,,1000,301000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
