cycle,cycle_time_s,selfplay_time_s,train_time_s,cumulative_time_s,p1_wins,p2_wins,draws,mean_game_length,min_game_length,max_game_length,mean_walls_placed,mean_policy_entropy,value_accuracy,loss_total,loss_policy,loss_value,holdout_loss_total,holdout_loss_policy,holdout_loss_value,train_steps,cumulative_train_steps,lr,boardsize,walls_per_player,games_per_cycle,mcts_sims,mcts_sims_fast,fast_play_prob,fast_kl_threshold,temp_threshold,c_puct,dirichlet_alpha,dirichlet_epsilon,dist_bonus_weight_max,fpu_reduction,random_wall_plies,random_wall_fraction,buffer_cycles,batch_size,train_positions_per_cycle,buffer_recency_decay,learning_rate,weight_decay,value_loss_weight,lr_milestones,lr_decay,filters,num_residual,gpool_every,num_workers,value_head,pawn_head
155,354.5,257.6,96.9,65499.6,,,,,,,,,0.8577,1.187747,0.828981,0.358767,,,,1000,154000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
156,400.3,303.4,96.9,65899.9,,,,,,,,,0.8580,1.184838,0.825287,0.359551,,,,1000,155000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
157,484.9,387.9,97.0,66384.8,,,,,,,,,0.8577,1.187402,0.826065,0.361337,,,,1000,156000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
158,411.0,314.2,96.8,66795.8,,,,,,,,,0.8589,1.190746,0.830426,0.360320,,,,1000,157000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
159,398.3,301.4,96.9,67194.1,,,,,,,,,0.8586,1.182929,0.824540,0.358389,,,,1000,158000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
160,464.7,368.0,96.7,67658.8,,,,,,,,,0.8584,1.187199,0.829042,0.358156,,,,1000,159000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
161,435.2,338.6,96.6,68094.0,,,,,,,,,0.8566,1.196168,0.834554,0.361614,,,,1000,160000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
162,454.6,357.8,96.8,68548.6,,,,,,,,,0.8549,1.190672,0.826959,0.363713,,,,1000,161000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
163,397.9,301.1,96.8,68946.5,,,,,,,,,0.8549,1.179642,0.817296,0.362346,,,,1000,162000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
164,395.0,298.2,96.8,69341.5,,,,,,,,,0.8523,1.188531,0.822889,0.365642,,,,1000,163000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
165,395.9,299.4,96.5,69737.4,,,,,,,,,0.8512,1.187536,0.819860,0.367675,,,,1000,164000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
166,483.1,386.7,96.4,70220.5,,,,,,,,,0.8510,1.174379,0.809386,0.364993,,,,1000,165000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
167,392.6,296.7,95.9,70613.1,,,,,,,,,0.8500,1.170664,0.805411,0.365252,,,,1000,166000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
168,437.5,341.8,95.7,71050.6,,,,,,,,,0.8523,1.171411,0.806782,0.364629,,,,1000,167000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
169,461.4,365.6,95.8,71512.0,,,,,,,,,0.8510,1.170687,0.804514,0.366173,,,,1000,168000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
170,335.4,239.7,95.7,71847.4,,,,,,,,,0.8533,1.154342,0.792030,0.362313,,,,1000,169000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
171,527.9,432.1,95.8,72375.3,,,,,,,,,0.8540,1.159488,0.796934,0.362553,,,,1000,170000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
172,390.3,294.6,95.7,72765.6,,,,,,,,,0.8537,1.151799,0.789912,0.361886,,,,1000,171000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
173,535.6,439.8,95.8,73301.2,,,,,,,,,0.8551,1.140355,0.782695,0.357659,,,,1000,172000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
174,393.9,298.5,95.4,73695.1,,,,,,,,,0.8552,1.148168,0.789316,0.358852,,,,1000,173000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
175,400.9,305.7,95.2,74096.0,,,,,,,,,0.8575,1.150822,0.794785,0.356037,,,,1000,174000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
176,416.9,321.9,95.0,74512.9,,,,,,,,,0.8578,1.156557,0.800040,0.356517,,,,1000,175000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
177,336.4,241.1,95.3,74849.3,,,,,,,,,0.8608,1.153637,0.802216,0.351420,,,,1000,176000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
178,355.8,260.9,94.9,75205.1,,,,,,,,,0.8598,1.149548,0.795015,0.354533,,,,1000,177000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
179,435.3,341.0,94.3,75640.4,,,,,,,,,0.8612,1.160079,0.806076,0.354003,,,,1000,178000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
180,414.2,320.0,94.2,76054.6,,,,,,,,,0.8641,1.157018,0.807426,0.349592,,,,1000,179000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
181,476.0,381.9,94.1,76530.6,,,,,,,,,0.8652,1.158823,0.811433,0.347390,,,,1000,180000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
182,589.6,495.5,94.1,77120.2,,,,,,,,,0.8649,1.164751,0.817225,0.347525,,,,1000,181000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
183,345.9,251.7,94.2,77466.1,,,,,,,,,0.8684,1.142038,0.804757,0.337281,,,,1000,182000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
184,574.4,480.8,93.6,78040.5,,,,,,,,,0.8660,1.144770,0.805035,0.339735,,,,1000,183000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
185,346.7,253.3,93.4,78387.2,,,,,,,,,0.8662,1.149217,0.807477,0.341739,,,,1000,184000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
186,364.1,267.4,96.7,78751.3,,,,,,,,,0.8668,1.140258,0.801168,0.339090,,,,1000,185000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
187,456.9,361.6,95.3,79208.2,,,,,,,,,0.8687,1.143078,0.806427,0.336651,,,,1000,186000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
188,340.8,245.4,95.4,79549.0,,,,,,,,,0.8684,1.141596,0.803046,0.338550,,,,1000,187000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
189,292.5,197.2,95.3,79841.5,,,,,,,,,0.8681,1.150833,0.811912,0.338922,,,,1000,188000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
190,425.9,330.7,95.2,80267.4,,,,,,,,,0.8670,1.157842,0.816494,0.341348,,,,1000,189000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
191,428.5,335.5,93.0,80695.9,,,,,,,,,0.8669,1.154455,0.811586,0.342869,,,,1000,190000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
192,318.5,225.5,93.0,81014.4,,,,,,,,,0.8679,1.153625,0.810967,0.342657,,,,1000,191000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
193,383.3,290.4,92.9,81397.7,,,,,,,,,0.8690,1.158158,0.815585,0.342573,,,,1000,192000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
194,352.3,259.1,93.2,81750.0,,,,,,,,,0.8679,1.161862,0.818127,0.343735,,,,1000,193000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
195,665.8,572.8,93.0,82415.8,,,,,,,,,0.8668,1.169300,0.822514,0.346786,,,,1000,194000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
196,483.5,390.3,93.2,82899.3,,,,,,,,,0.8699,1.163412,0.822253,0.341159,,,,1000,195000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
197,376.1,282.8,93.3,83275.4,,,,,,,,,0.8716,1.171077,0.831582,0.339495,,,,1000,196000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
198,390.0,296.5,93.5,83665.4,,,,,,,,,0.8708,1.177048,0.836532,0.340516,,,,1000,197000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
199,414.4,320.9,93.5,84079.8,,,,,,,,,0.8711,1.172294,0.833115,0.339179,,,,1000,198000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
200,399.3,306.2,93.1,84479.1,,,,,,,,,0.8718,1.181198,0.841958,0.339240,,,,1000,199000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
201,381.7,288.3,93.4,84860.8,,,,,,,,,0.8722,1.185175,0.846167,0.339009,,,,1000,200000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
202,355.2,262.3,92.9,85216.0,,,,,,,,,0.8727,1.185409,0.846821,0.338589,,,,1000,201000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
203,336.4,243.5,92.9,85552.4,,,,,,,,,0.8739,1.190177,0.853009,0.337167,,,,1000,202000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
204,374.7,281.6,93.1,85927.1,,,,,,,,,0.8736,1.192828,0.855411,0.337417,,,,1000,203000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
205,415.3,322.4,92.9,86342.4,,,,,,,,,0.8724,1.194033,0.854269,0.339764,,,,1000,204000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
206,321.9,229.2,92.7,86664.3,,,,,,,,,0.8728,1.200164,0.860622,0.339541,,,,1000,205000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
207,367.1,272.1,95.0,87031.4,,,,,,,,,0.8721,1.199738,0.859581,0.340157,,,,1000,206000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.98,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
208,411.5,314.9,96.6,87442.9,,,,,,,,,0.8735,1.183914,0.850589,0.333325,,,,1000,207000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
209,396.6,295.7,100.9,87839.5,,,,,,,,,0.8713,1.191184,0.853335,0.337849,,,,1000,208000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
210,372.1,266.2,105.9,88211.6,,,,,,,,,0.8695,1.195229,0.854722,0.340507,,,,1000,209000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
211,390.2,284.1,106.1,88601.8,,,,,,,,,0.8721,1.178478,0.843137,0.335341,,,,1000,210000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
212,485.5,378.9,106.6,89087.3,,,,,,,,,0.8702,1.173680,0.835643,0.338037,,,,1000,211000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
213,459.1,352.7,106.4,89546.4,,,,,,,,,0.8686,1.194298,0.849893,0.344406,,,,1000,212000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
214,378.5,272.8,105.7,89924.9,,,,,,,,,0.8690,1.195214,0.851572,0.343642,,,,1000,213000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
215,436.9,336.7,100.2,90361.8,,,,,,,,,0.8728,1.185789,0.847836,0.337953,,,,1000,214000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
216,434.3,336.2,98.1,90796.1,,,,,,,,,0.8715,1.197853,0.857279,0.340575,,,,1000,215000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
217,426.0,327.9,98.1,91222.1,,,,,,,,,0.8683,1.205316,0.858975,0.346341,,,,1000,216000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
218,388.6,286.7,101.9,91610.7,,,,,,,,,0.8681,1.211586,0.864521,0.347064,,,,1000,217000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
219,373.2,277.2,96.0,91983.9,,,,,,,,,0.8696,1.190461,0.847722,0.342739,,,,1000,218000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
220,369.7,273.5,96.2,92353.6,,,,,,,,,0.8725,1.186600,0.848679,0.337921,,,,1000,219000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
221,415.0,318.7,96.3,92768.6,,,,,,,,,0.8754,1.178045,0.845772,0.332273,,,,1000,220000,3.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0003,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
222,476.0,379.4,96.6,93244.6,,,,,,,,,0.8826,1.140634,0.828354,0.312280,,,,1000,221000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
223,446.7,350.0,96.7,93691.3,,,,,,,,,0.8885,1.128584,0.830459,0.298126,,,,1000,222000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
224,536.1,439.5,96.6,94227.4,,,,,,,,,0.8900,1.129905,0.833253,0.296652,,,,1000,223000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
225,313.3,216.5,96.8,94540.7,,,,,,,,,0.8917,1.130942,0.838297,0.292645,,,,1000,224000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
226,833.2,736.4,96.8,95373.9,,,,,,,,,0.8882,1.142014,0.843422,0.298592,,,,1000,225000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
227,316.7,219.7,97.0,95690.6,,,,,,,,,0.8859,1.122565,0.820620,0.301945,,,,1000,226000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
228,327.3,230.3,97.0,96017.9,,,,,,,,,0.8882,1.112035,0.812302,0.299733,,,,1000,227000,1.00e-04,9,10,2048,800,128,0.0,0.7,"sched(0.9->0.15,hl=7.0)",1.0,0.3,0.25,0.5,0.1,1,0.05,30,1024,1024000,0.99,0.0001,0.0001,1.0,"[800, 1600]",0.1,128,10,3,8,pooled,local
